GNI per capita (constant 2000 US$),1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.81776089433,,,,,,,,,,,
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1196,1186.41257747345,1269.18977758528,1329.60757402708,1349.16340255952,1463.16624455233,1506.21354680683,1646.24884037386,1829.59431234737,2019.16994308135,2122.78607503467,2164.22717187117,2371.59443698241,2495.66599943943,2569.60383413881,2803.85985333531,3036.94714469392,3282.03714390966,3438.66309773832,3303.12547761095,3426.51500495513,3624.14619121017,3970.15322780206,4227.38988783382,4458.76185673972,4896.75500501606,5437.20819831222,5999.81446940466,6376.34430044584,6891.64967127007,7462.85457136567,7829.09555840287,8231.53477259115,8849.40986829061,9514.1325900545,10079.377620984,10432.2967931331,9527.00029788053,10417.0332733566,11288.7838969362,11684.8386410098,12488.5498053057,12777.9008972061,13346.179825975,13791.4757848429,14470.8790971932,15143.6057393026,15461.0070994122,15394.6659276148,16226.7129377178,
"United Korea (former)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23920.7834335471,23912.4127075,24670.7266431081,24028.5776450437,21989.7287240491,22886.2316518443,21093.4241347439,19977.9462774687,22499.3830835879,24791.1470635151,,,,,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.274975864978,303.562589771332,239.961098259788,223.06967412114,235.836026990312,251.825618386326,251.452699128869,253.336922695338,262.881317031511,279.81451589379,278.230106585058,295.769743103457,308.717130927211,308.202084140911,320.080056313925,345.057128910006,363.969707596339,367.78449392998,349.048566369087,375.236266800202
Lao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.205433323863,308.640412427869,312.279394790049,325.288195520285,339.947704972522,347.887894983397,370.260922165704,397.537948849469,411.708998136977,445.620033823036,467.379505666681,504.711859909677,519.410404143405,547.186469988955
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3435.16350648884,2367.33827959218,2299.92590570791,2386.7071555186,2403.33947649444,2530.11732723103,2770.64903183618,2927.08684647862,3035.65799887982,3292.9441915141,3602.38342653402,3864.30591664179,4140.15337211617,4440.17275389706,4982.47753132883,5527.26878786094,6087.17355605507,5994.5770705207,5379.88393953177,5118.00849629548,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4623.13677128452,4821.30222567946,4907.58611722794,4681.22445906994,4733.79835403863,4670.70863945809,4697.9741338761,4694.95317658204,4561.67312832067,3988.92402319869,4945.72067620276,5082.85636536827,5142.21019274653,5591.129787402,5974.86061425297,6303.85861538022,6750.00624093565,6556.09105218704
Lesotho,,,,,,216.199419822964,231.706580346548,229.308786017258,228.727982838213,234.443004962682,242.598106485412,244.589876073764,305.334991981442,379.499537816725,343.745777955823,405.63812233388,468.24165237917,501.231554531022,498.275050552908,453.508602508168,455.905936512497,496.948180008369,479.391230068455,510.541602067984,496.375313309036,484.268493913149,462.205476846884,468.342244278946,470.492259860916,484.330395684116,473.980078401436,480.353296462411,471.886993034421,482.660013783984,472.722283798058,483.02575570921,486.313572224635,488.98562128569,479.194685584939,495.730040435373,496.085464167466,497.478460891771,533.116394721863,528.85082585055,590.807800524424,585.548240160318,588.991108711875,649.55273960618,652.929377632472,645.862194406626,657.54616966144
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.545236580689,153.064240310639,192.486882464932,47.8367301218207,132.735693775695,152.371438640428,172.341437207478,191.893970065962,206.830305972486,222.28741233522,232.744081027227,257.06550785448
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74110.2641147721,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531.59297305065,2659.77434166665,2854.24607555779,3085.24297356438,3069.64377911718,3211.96867241829,3453.94350007436,3713.40271296575,4052.52241029098,4363.79503266633,,,,,,,
Luxembourg,9450,9643.03253447504,9931.157461669,10564.2508587846,10382.1421939056,10424.37378854,10378.815522692,10762.9309380853,11624.2638808562,11743.7380154798,12398.0671765001,13267.6639594368,13755.5875308641,13961.7545050076,14681.2516560362,15349.7718768764,16123.4552000512,16726.8257835648,17080.8957712596,17466.2329076668,18020.6527531804,19971.905006294,21102.222073294,22123.6155035548,22862.0246933432,24423.0481945419,25520.5651007318,26949.4682745046,28998.6761295531,30666.1234084161,33133.3103034699,33151.6838989153,33418.1146698128,32981.2811034418,33993.8326750722,34161.8640730539,37001.8566528115,37297.995972511,38894.6934656408,40481.4578730696,41897.3634565941,40402.9270348829,37623.5316541613,43605.8282026928,44411.8081500953,40055.5016544136,44438.4185401142,40743.7925596022,33640.2194806685,35552.2706476205,35617.7550726024
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14350.9112639522,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035.46262113151,1907.23049334232,1728.43153981578,1606.66848148271,1582.76352676921,1564.16052821786,1570.51871862364,1580.93305507154,1626.2194461203,1680.97386455294,1750.43539041111,1685.22907845278,1687.33423167969,1728.27661681944,1815.26233755971,1866.26472956296,1982.94767938987,2009.72345583378,2185.0474403368,2166.3182621515,2190.36519525341,2250.78484269532
Madagascar,393,392.037719069595,378.805365275052,384.431752000373,373.407817652051,385.511061973406,396.714770919248,413.161031680208,415.456555316678,426.978025257784,430.753787732303,415.775000715999,393.419459862733,388.672426484001,383.629587798107,361.638198605929,361.844598278606,342.614984786379,365.060716362372,358.004533149312,311.630076269993,297.208087208113,290.630548767005,282.317177994415,280.002788139435,276.559673009999,268.298518414326,267.045759786739,269.145076924206,278.426068931751,247.785795502584,247.712368609287,246.440549236735,236.614114347564,233.151986287895,233.010770919971,237.278828937631,240.236722099029,245.678939987759,247.787302390115,255.810567319152,215.954851632344,230.308681067236,234.553472926195,238.903304833574,243.787609530459,253.184061031722,263.867294180476,243.374260157371,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.034539654428,,,,,,,,,,,
Malaysia,823,856.217747702492,889.077827848308,902.808095401004,941.330962683208,990.496283233986,1015.97209850414,1069.47394716451,1080.47094250346,1111.52352636169,1148.5415611845,1228.44408924028,1326.01631628825,1389.86962201682,1386.35452808307,1498.6465872522,1576.7789108539,1630.11723218899,1738.66166381137,1839.85647340908,1925.578116317,1966.99576146307,1999.3017218366,2081.58311646631,1997.62808923023,1985.30369758637,2035.91775847269,2187.33437209972,2314.81658414114,2487.24490603812,2631.47021426516,2782.83223841845,2995.06354232502,3187.48159287509,3416.43458730305,3663.39732306958,3807.05215428032,3436.93574642226,3498.06657319721,3680.65087347373,3654.18639613893,3792.01373844045,3966.50791722679,4152.20629283576,4307.55728178214,4553.05949099895,4809.26415824444,4899.45892400642,4798.34787735091,4986.87673488968,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.02781529286,1717.48724243756,1848.76105677507,1994.47828089303,2101.0892166328,2175.1859985336,2230.72384354459,2336.23917887233,2688.98118541864,2938.27431641823,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.557314981851,186.576645128167,197.055811237781,188.569543519261,182.898521202608,187.902701121769,188.798262635213,195.735094758127,202.191983199122,210.337937621074,211.803701290234,219.586195030321,220.681632297555,236.842458941911,234.025540311657,240.950631901634,241.303854466456,,,,,
Malta,,,,,,,,,,2211.32205729316,2269.1347947643,2417.3816466487,2487.0043120676,2793.76778017616,3400.50002573061,3879.17728715708,4287.91457440191,4631.76896511395,4963.97188408328,5424.78726721583,5650.08682391331,5765.78785797448,5496.39114945467,5617.2263833076,5585.98009793959,5575.49730337452,5770.26884163713,6165.59198772924,6643.16821820682,7125.50337621996,7409.72930408148,7577.38771167742,7770.95493772872,8005.6646012082,8397.15426159236,8600.44118038714,8988.27845273713,9210.28972205703,9863.79027265025,10116.776392193,10005.0964635688,10175.4238602806,10007.3877677912,9817.7997556894,9776.07319500279,10020.5044146989,10341.4090447895,10745.4390287729,9903.33305123877,10157.8392695918,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2822.9280505302,,,,,,,,,,,
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,548.495587772204,523.583355006344,582.892745967499,572.321918489466,556.752195560341,531.419910642338,587.273315202417,509.566078429627,500.9665333663,501.612980512111,505.246366859029,516.244474556669,525.03359933918,511.520097724171,487.408042066807,483.383731318154,466.309264847446,455.953856594131,461.536667561348,459.174585687504,462.451840632779,477.248533302817,458.047571690844,462.361806050101,459.810016302047,468.972502998108,447.344638820087,478.643357998606,516.082170130415,480.05746623184,489.864618313555,513.497380408733,493.46497019201,474.065680495995,518.43721196986,506.724934268054,520.421355951235,548.632452571508,598.137793777433,608.471807288696,621.466530768888,605.705898801075,594.179375289572,569.760413052687
Mauritius,,,,,,,,,,,,,,,,1644.00962239811,1701.25687326128,1729.49141663638,1750.48129752616,1540.5549150273,1578.84355083474,1642.86059097664,1637.88000192972,1691.00362522595,1799.94835863804,1961.43357998776,2153.20236946724,2286.03787614796,2402.36422637072,2551.83716368375,2667.9830058925,2808.97986494509,2909.41472362488,2961.75498963386,3069.66472600824,3189.18509961717,3349.96280405527,3506.89825547468,3556.65547522149,3835.90605281996,3933.36809033013,3981.69122083666,4047.69437775253,4258.57840056696,4281.87489278311,4458.26817536069,4791.00744415783,4915.43615442448,4980.11478227244,5244.09818115574,5458.43372373294
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2427,2464.78910982192,2582.51943117608,2789.42678077755,2891.85886750814,2969.2256069349,3111.75039766075,3306.89587857556,3320.00882577024,3425.51855614401,3447.94655085851,3620.1558903282,3798.94880291986,3891.15917199918,3979.58973693979,4022.4812321881,4037.13283282373,4276.42300773587,4564.52045718138,4852.7270438602,5121.40804184617,4815.5398450856,4567.25903774765,4665.11929775217,4741.49264769556,4432.46478113822,4464.00694966886,4476.02281461141,4582.38705314572,4741.91240696693,4877.30625700141,4967.37475744791,4963.65471294022,5081.66080078168,4607.85891570482,4785.8406891447,5078.11090774523,5245.55878996347,5390.06125488859,5666.384416585,5601.01416408499,5590.41774371849,5607.70602893173,5786.7039049634,5870.7345111539,6088.51552683191,6212.56099770599,6229.49584756886,5766.70511554394,6034.59139914566,6180.19275419162
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.10968766829,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.666043256814,574.365636635172,394.305342651938,388.10503375758,386.895022178913,391.467150549439,365.43613515926,353.285051514084,359.928163008524,401.854856159013,434.81485380341,489.871605997916,530.775485029931,567.062499998952,596.190665718478,603.504379159973,652.972367246129,588.380257043804,649.793870994341,688.919264688086
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75382.4466260392,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.317343552538,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.40433998909,,,,,,,,,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,618,675.10481152919,693.219674162233,684.919736891107,662.403739676793,631.494213369039,676.82487658518,720.937950590633,761.731460871048,783.589701575628,803.876434980531,803.01194842307,810.709339523171,838.253968610174,879.73274294356,948.749369074368,980.246876899578,972.410366978807,990.250622053024,995.861336847298,936.394069591354,1010.4851371977,965.96693015259,975.888112775694,996.914833839391,1063.76282342728,1011.7397011301,1093.56807847434,1078.76610289415,1127.9893130135,1180.76169550609,1116.72869757848,1078.94508780481,1180.12935825002,1083.40280966175,1203.27090732383,1160.19988396728,1244.84227467279,1235.42296829756,1238.57558220007,1316.25361766736,1346.53023698334,1419.31419027101,1476.4813120768,1511.00646638065,1608.94913829886,1637.237386576,1705.64319745815,1750.20223919459,1800.10878921766,1880.00342676415
Mozambique,,,,,,,,,,,,,,,,,,,,206.51048735003,209.71061383861,189.408189884218,155.477242711081,142.122370072478,140.589629871569,134.438055849028,148.229266125291,165.003708952252,170.200327832155,174.32209340425,178.853038855383,159.241502561392,168.530908406184,171.518517060209,171.587344173571,183.900986109762,198.146244098166,213.686553842592,225.687002749147,220.732415689349,237.050762129753,260.901708107548,268.895138216473,279.345636939699,297.977263299457,298.379857832703,317.928561926383,335.709193069355,362.194728002079,384.004468437779,404.44355293077
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,1861.91779701928,2105.09995920389,2008.48979451155,1997.6024788016,1888.99671253543,1538.47208436074,1666.02219890109,1871.33403550547,1667.59647751117,1744.60088079304,1858.10758050085,1976.58707496561,1995.91267691852,1922.55328142152,1998.82554294549,2073.25136604328,2034.22156953082,2054.06498444898,2077.29340155283,2029.94894527406,2079.10199721434,2041.30688058247,2122.13681108259,2251.30576070038,2403.10692913427,2352.16108196418,2496.00525099524,2539.40544900696,2560.88433594868,2547.82535166528,2585.54656541886,2652.01876194468
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.988330285937,,,,,,,,,,,
Netherlands,8475,8998.65120665608,9152.03795001198,9781.44174051228,10676.6230528464,10817.0394809345,11268.4188126289,11856.2356415823,12476.5261037947,13011.8051392,13336.5656013641,13568.4915812799,14284.7033030183,14738.1229498158,14439.03407503,15090.9228866739,15269.4863352318,15465.865514285,15805.508428371,16119.2954610216,15761.8867813629,15493.3537172412,15837.3035147713,16313.6845172471,16437.1511106512,16821.317199814,17236.1320019194,17646.876165004,18356.460610688,18721.8882229083,19108.7233750701,19212.8416934978,19457.3957417634,20045.8773180584,20732.8440802734,21216.630814975,22107.3118703635,22301.9201114645,23685.9652891527,24701.5544940859,24648.1707087057,24549.5488383333,24569.71164981,25409.7588173001,25319.8962000208,26709.7335266673,27419.2985100148,26772.423932268,25600.8214240644,26335.0184577905,27003.9575498053
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12579.5951055864,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,9815.18019277994,9794.67355864878,10102.5175193686,10164.2653513677,10572.1551585175,10487.5674838254,10524.7550592756,10826.1630271148,10782.9568658076,11106.8048391392,11131.2002758274,11183.8082197251,11188.417864101,11194.1567781016,10234.5143675439,10272.507361629,10708.2721548319,11153.9921774274,11510.4670037315,11616.8714161982,11808.555882063,11952.3230923864,12328.7733058652,12597.8460963004,13047.5530401431,13476.7161390132,13811.3629333494,13986.9022593678,14159.5888604807,14048.1738822632,14205.8396935173,13912.9647484236,14147.4611431054,14372.5407560596,
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,924,999.888638417225,1069.67850586134,1148.06820777764,1204.43146217512,1191.48410980425,1230.72340910317,1191.90093244367,1233.0725472883,1195.88735193377,1202.71098967767,1180.94690363088,1218.34226536663,1362.24481239879,1329.60837461481,1341.76436884638,1433.88410795068,1242.16985495702,883.421766437877,937.66437432809,949.046638700935,922.144786665158,938.884871106204,906.331501814575,840.527971320844,851.001967514812,841.992024176538,639.654346242,577.384445607053,669.879214915369,537.638133418635,504.184911377986,501.81395364677,537.784200381195,585.015508514517,624.200339136648,650.522623333544,680.524679346268,716.967373030477,736.055516281376,741.582218803998,743.468317308582,753.937590363651,788.640255782719,822.077490832458,850.500428424581,871.24300191996,883.302818893634,845.248935162835,871.677702331316,906.577580977188
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.144423451882,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.460997051414,,,,,,,,,,,
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,11106,11322.5900954797,11650.7882290035,12135.0344019554,12679.71753861,13051.9618753096,13749.8008913894,13950.0935313381,14496.3352307478,14683.2213585323,15441.7100121027,16116.7852434828,16728.379024317,17246.29628776,18006.0798603684,18888.2523897649,19468.8429567133,20008.4053459958,20708.2692516872,21648.2914775433,21916.3862860103,21833.2301765154,22660.1400642006,23992.7776627294,25433.6668562144,26443.7180150081,26828.4780445122,26400.6959019883,26491.9500694775,26869.1007091335,27488.9347847883,28580.4734451829,29162.5269808342,30628.287771619,31870.0232337149,33343.2284891109,34978.1672031799,35691.654655759,36241.7114467755,36967.1894825342,38030.2069440886,38468.1599815674,38729.332270386,39873.920963263,40834.0087904654,41247.7148714506,41737.5463857062,41160.9532210456,40399.6328685268,40436.2061150744,40757.860809129
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6638.93934195831,6849.10932873734,6993.11799826559,7144.76684458639,7180.41432504371,7397.04871097825,7491.53251393933,7902.62539941664,8086.78398606989,8048.60958411005,8442.27587185644,9093.62219523254,9071.16830270699,9234.2949603455,9480.21051236625,,,,,,,
Pakistan,,,,,,,250.080712978085,261.367761729473,268.42034017492,291.154914864715,284.015974662777,279.617683101009,292.633371326263,294.37543783945,298.487366970744,308.338126405122,315.246443598984,340.744743253437,344.622442368132,368.207635864716,383.08956570584,392.810197350922,416.416698140257,417.897509279139,429.526291126511,416.328326495149,443.75623589999,453.546702611324,458.678767817209,468.109477839045,469.745655514653,486.769958647049,481.571640098706,484.795389508457,498.436519747849,503.546904750791,493.036863382782,491.869242523243,497.674242994161,505.288805471795,504.570060041486,520.315889586933,549.073785503615,574.268018411502,606.529991221355,631.671697978611,654.739736340225,654.370339152537,669.996698476964,692.155163001353,700.336009421528
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538.85875234717,,,,,,,,,,,
Panama,,,,,,,,,,,,,,,,,,,,2864.25898661727,2992.09979447987,3248.16632837568,3180.29348725987,3072.66769050772,3257.10725141894,3154.0507241964,3363.89517274239,2731.06221268743,2629.1645783394,2801.65792701798,2959.39962753352,3148.62912073311,3309.40726101916,3370.25471699067,3309.19618067534,3369.5181098082,3486.65993874192,3640.15215126404,3663.7404369795,3723.45427765934,3680.12193932859,3812.8534348743,3740.10859141679,3889.70428412313,4091.19952314326,4366.490987741,4894.52977027034,5319.50832293006,5419.43619016288,5686.07797990703,6250.01077262096
Papua New Guinea,440,460.959153161346,470.800882108274,500.10047844121,540.590754405418,562.11635588675,572.628325135385,581.195847507571,609.618067794489,642.844344547276,649.37887691752,665.906226574984,673.361016583454,662.788124072063,661.645613497554,634.889388409335,633.389046355696,675.854302839818,661.180188135975,629.335152924766,604.557537070481,580.681212390064,578.401010789837,577.106180085898,582.335877119002,601.193342137409,590.399801833699,596.938857926305,576.981536752903,546.663772757323,587.442866376521,615.39148264668,716.448134768124,751.932838702277,715.711954886051,724.474398362484,695.844610268267,647.409260485576,631.858257948684,614.035951872875,589.221107471568,576.325714548738,552.371439251136,564.952487008866,,,,,,,
Paraguay,690,680.814750010761,687.219900835146,693.252029336957,711.112471208215,701.106118320787,736.282421564608,738.924632449585,745.305267919635,766.249603327155,789.370626958802,815.958534526067,856.270957649918,909.409209117593,947.749596920065,987.599443743616,1069.19108838244,1157.56619607109,1261.93583064389,1429.42872208375,1512.08342145349,1411.96287316507,1330.56515218879,1312.45678601324,1316.25558645871,1276.36790910934,1274.4079102578,1351.45020527437,1422.8731195003,1431.98484556215,1376.83326262052,1401.98214616412,1442.62082445809,1473.47574553598,1513.70460057202,1484.64560018844,1482.53922480811,1454.94589012963,1405.73556271646,1327.51936392308,1330.62711224256,1298.51694226507,1323.02356659874,1327.65142988873,1354.91224303079,1384.83928145016,1447.55085169451,1502.30285853285,1403.69023969841,1593.4370396261,1630.19402980719
Peru,1668,1770.41813449552,1788.00025105729,1848.34760795761,1893.44158554316,1986.21528067072,1999.68021658448,1940.70596086694,1958.06765608669,2039.658112037,2076.38313673398,2076.99164228778,2121.99031954917,2263.28485144619,2275.47173365069,2235.68235957985,2038.42718518864,2081.2501939623,2101.13031111697,2149.10299329724,2266.60846327472,2196.72680125056,1855.99065368003,1891.07367158846,1906.22662147431,2092.83100488751,2214.85399187118,1843.63858220576,1539.47516485679,1612.62306847864,1597.63095521997,1561.94696236792,1593.43340626593,1772.8652579374,1882.99314820235,1922.35695358301,2026.10398986534,2001.48130143936,1987.25563024296,2005.94594678989,1990.71469676309,2056.22628647663,2087.89789085268,2122.82356391364,2237.7875915572,2448.5435228244,2662.02914764528,2829.04779485381,2838.48331183449,3116.40958872877,3305.77548514863
Philippines,701,713.838644652677,739.558840046161,740.346733916039,754.473480848596,765.625407440665,782.590637887773,789.978651956314,806.101758662398,804.183690144855,828.975137381428,847.726204982879,901.170456155047,914.097988068418,933.99062375856,981.996976189245,1015.64881341546,1039.79678209758,1065.71207968625,1084.20431835167,1089.25092383221,1083.25484705892,1076.41820017937,951.188007177513,859.782151103726,864.291240204087,883.971817144705,922.89585728983,952.959905147901,975.291592419782,957.693413088026,952.725621736661,955.804672065898,986.201319739861,1011.72763006069,1055.05305464674,1101.10692013052,1102.03138400068,1012.5873873407,1047.68246475398,1055.02395170046,1066.02883018348,1098.43498783063,1152.09349903459,1181.99933141715,1212.66094445695,1275.96238972296,1314.99777120505,1305.66650008376,1385.5350242688,1418.91738309525
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2771.76096562296,2801.52578330235,2917.77516561261,3164.45842823222,3359.7162076432,3594.50684698915,3844.36196879158,4036.92415407072,4224.93758338449,4437.97229603495,4520.82073270142,4584.04110465553,4734.82052528506,4900.62746126881,5106.11762385059,5394.95845588447,5703.53616070203,6086.84442646535,6088.9589610386,6335.45265706803,
Portugal,2460,2601.14977343897,2746.00524005902,2938.31594703362,3174.31512345353,3314.88906483752,3595.32584166473,3929.4583621157,4057.50534205083,4622.98754557477,4936.53081358547,5342.61815794873,5968.0701450488,5963.94636776555,5437.00956006142,5608.87049535172,5847.46690702789,5905.47888542201,6157.61369072552,6353.26262923928,6312.95004957359,6312.45105760113,6289.31843873316,6086.54595875733,6278.46451582542,6657.67996270054,7160.1705331739,7763.13803159539,8314.1673489429,8716.87152788289,9130.73967664923,9269.80342816607,9076.31866603151,9105.98491983637,9516.68032556342,9820.89710347716,10158.2431963649,10624.1733877339,10984.7798249293,11233.473744096,11323.8487744118,11435.8663165555,11324.8902688671,11423.4125039448,11412.1022851497,11359.1333207333,11581.7509920066,11521.663106005,11108.5571585829,11357.9033497407,11142.6404004214
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8874.3929165521,9134.18319777144,9254.53413975264,9445.38308478325,9543.7772262638,9908.99214941677,9816.37440134776,10465.8921534879,10869.2910968206,10594.2055963622,10411.7830338056,10373.2270158404,10680.904625142,10983.7860415668,11166.8964361889,11110.4009580551,10665.3723874121,10176.6553654088,9865.31094973772,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
